date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:47	56032/56032	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22dae0-66cf0f9d-fae876b1f6897f2d;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-Light.ttf	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-Light.ttf	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:47	58256/58256	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22e390-66cf0f9d-f4c5203f5cc5d21;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-Regular.ttf	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-Regular.ttf	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:47	58424/58424	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22e438-66cf0f9d-b5b75fe4d8c49bc4;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-Medium.ttf	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-Medium.ttf	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:48	58520/58520	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22e498-66cf0f9d-d5ce1f80fb9decf9;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-SemiBold.ttf	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-SemiBold.ttf	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:48	58836/58836	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22e5d4-66cf0f9d-45af56663bba66a;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-Bold.ttf	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/arolax-essential/assets/fonts/oak-suns/OakSans-Bold.ttf	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:49	280752/280752	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22448b0-66bc801a-8752bc5b0c670a62;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/08/Tropiline-Regular.ttf	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/08/Tropiline-Regular.ttf	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:49	285040/285040	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2245970-66bc802d-e709b1a911032323;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/08/Tropiline-SemiBold.ttf	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/08/Tropiline-SemiBold.ttf	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:49	279772/279772	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22444dc-66bc803a-9ed896a2a4aee303;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/08/Tropiline-Bold.ttf	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/08/Tropiline-Bold.ttf	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:49	7041/7041	---M-Z	200	added ('OK')	text/css	etag:%221b81-66cdbb13-a433996a4522de11;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/themes/arolax/assets/css/custom-icons.min.css?ver=2	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/themes/arolax/assets/css/custom-icons.min77ae.css	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:50	212433/212433	---M-Z	200	added ('OK')	text/css	etag:%2233dd1-66cf1783-63e7e42347905db9;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/custom-frontend-lite.min.css?ver=1724848003	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/custom-frontend-lite.minba50.css	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:50	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-66b1a0cd-c5e960a0a3065fef;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:50	1353/1353	---M-Z	200	added ('OK')	text/css	etag:%22549-66cf1783-b612b7a19a83f66b;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/post-3.css?ver=1724848003	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/post-3ba50.css	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:50	11642/11642	---M-Z	200	added ('OK')	text/css	etag:%222d7a-66cf1784-c01f7e9312086407;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/global.css?ver=1724848004	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/globalfbba.css	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:51	125721/125721	---M-Z	200	added ('OK')	text/css	etag:%221eb19-66cf1785-a901e18445192908;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/post-5.css?ver=1724848005	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/post-5744c.css	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:51	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-66653c95-a5f12af2334a9c2a;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-includes/js/jquery/jquery.minf43b.js	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:51	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-66653b83-23cadfbec07f3d45;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:53	116319/116319	---MCZ	200	added ('OK')	application/json	date:Thu,%2029%20Aug%202024%2008:10:52%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-json/wp/v2/pages/5	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-json/wp/v2/pages/5.json	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:53	202890/202890	---MCZ	200	added ('OK')	application/json	date:Thu,%2029%20Aug%202024%2008:10:52%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-json/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-json/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:54	996/996	---M-Z	200	added ('OK')	text/xml	date:Thu,%2029%20Aug%202024%2008:10:54%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/xmlrpc.php?rsd	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/xmlrpc0db0.php	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:55	2327/2327	---M-Z	200	added ('OK')	application/json	date:Thu,%2029%20Aug%202024%2008:10:54%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrowdytheme.com%2Fwp%2Farolax%2Fit-consultancy-agency%2F	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-json/oembed/1.0/embedf5c4.json	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:55	2477/2477	---M-Z	200	added ('OK')	text/xml	date:Thu,%2029%20Aug%202024%2008:10:55%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrowdytheme.com%2Fwp%2Farolax%2Fit-consultancy-agency%2F&format=xml	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-json/oembed/1.0/embedb6ff	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:56	431/431	---M--	200	added ('OK')	image/png	etag:%221af-66bc7a4a-ca9ed9acd99d5857;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/08/fav-icon1.png	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/08/fav-icon1.png	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:56	6146/6146	---M--	200	added ('OK')	image/png	etag:%221802-66b1a0cd-fd1216e06c48a078;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/elementor/assets/images/placeholder.png	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/plugins/elementor/assets/images/placeholder.png	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:56	2269/2269	---M--	200	added ('OK')	image/png	etag:%228dd-66bdc4db-7641d1ff03ff5051;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/05/Logo_IT.png	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/05/Logo_IT.png	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:56	9215/9215	---M-Z	200	added ('OK')	image/svg+xml	etag:%2223ff-66bc508d-42751424b60f1071;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/floatingImag.svg	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/floatingImag.svg	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:57	47188/47188	---M--	200	added ('OK')	image/webp	etag:%22b854-66bc508d-cad9e2305001ad14;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/banner-right.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/banner-right.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:57	710/710	---M--	200	added ('OK')	image/webp	etag:%222c6-66bc508d-54ac95255c39db53;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/05/img-r-2.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/05/img-r-2.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:58	240236/240236	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:10:57%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/about-style-01/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/about-style-01/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:58	192/192	---M--	200	added ('OK')	image/svg+xml	etag:%22c0-66bc508d-dec20ef3c37d4d2;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/hero_icon.svg	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/hero_icon.svg	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:58	230343/230343	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:10:57%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/about-style-02/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/about-style-02/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:59	14871/14871	---M--	200	added ('OK')	image/png	etag:%223a17-66bc508d-8f9ea484c62d3b8b;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/clientA.png	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/clientA.png	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:59	200148/200148	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:10:58%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/team-style-02/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/team-style-02/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:59	212084/212084	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:10:58%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/team-style-01/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/team-style-01/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:59	900/900	---M--	200	added ('OK')	image/webp	etag:%22384-66bc508d-aca3290cba62ad45;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-01.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-01.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:40:59	197705/197705	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:10:59%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/team-details/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/team-details/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:00	642/642	---M--	200	added ('OK')	image/webp	etag:%22282-66bc508d-3c8fc9c2b18e16f4;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-02.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-02.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:00	190245/190245	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:10:59%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/our-project/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/our-project/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:00	890/890	---M--	200	added ('OK')	image/webp	etag:%2237a-66bc508d-216a2488625ee221;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-03.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-03.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:01	205326/205326	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:00%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/project-details/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/project-details/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:01	708/708	---M--	200	added ('OK')	image/webp	etag:%222c4-66bc508d-4604f461be74f91d;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-05.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-05.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:01	235232/235232	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:00%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-1/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-1/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:01	204012/204012	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:00%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-2/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-2/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:02	900/900	---M--	200	added ('OK')	image/webp	etag:%22384-66bc508d-554262ea7406e127;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-06.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/client-06.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:02	208339/208339	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:01%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-3/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-3/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:02	10069/10069	---M-Z	200	added ('OK')	text/css	etag:%222755-66cf1786-f3d96b24b46ddd82;gz%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/custom-widget-icon-box.min.css?ver=1724848006	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/elementor/css/custom-widget-icon-box.min588c.css	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:03	205492/205492	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:02%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-5/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-5/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:03	250156/250156	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:02%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-4/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-4/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:03	12926/12926	---M--	200	added ('OK')	image/webp	etag:%22327e-66bc508d-c76b060ee88d0aa0;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/about-us.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/about-us.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:04	307035/307035	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:02%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-6/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/service-style-6/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:04	241277/241277	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:03%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/service-details/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/service-details/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:04	61852/61852	---M--	200	added ('OK')	image/webp	etag:%22f19c-66bc508d-353d745173ce27cd;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/05/service-slide-2.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/05/service-slide-2.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:05	214531/214531	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:04%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/pricing-style-01/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/pricing-style-01/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:05	293505/293505	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:04%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/pricing-style-02/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/pricing-style-02/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:05	198494/198494	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Aug%202024%2008:11:05%20GMT	https://crowdytheme.com/wp/arolax/it-consultancy-agency/blog-page/	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/blog-page/index.html	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
13:41:06	41174/41174	---M--	200	added ('OK')	image/webp	etag:%22a0d6-66bc508d-2c366190a9cd7528;;;%22	https://crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/service-slideA.webp	D:/new%20site/testing/crowdytheme.com/wp/arolax/it-consultancy-agency/wp-content/uploads/sites/61/2024/04/service-slideA.webp	(from https://crowdytheme.com/wp/arolax/it-consultancy-agency/)
